Version ,Date,Company,Company Code,Company Code Description,Currency,Sales Org,Sales Org Name,Country,Region,City,Product,Product Description,UOM,UOM Description,Product Group,Customer,Customer Name,Customer Country,Customer City,Profit Center,Profit Center Description,Account,Audit Trail,ASP,Volume,Revenue,COGS_SP,COGS
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,13000,14573000,911,11843000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,PO450,PolyZyme,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,11700,13115700,911,10658700
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,PO450,PolyZyme,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,11700,13115700,911,10658700
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,PO450,PolyZyme,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,11700,13115700,911,10658700
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,24700,27688700,911,22501700
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,11700,13115700,911,10658700
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,10400,11658400,911,9474400
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,PO450,PolyZyme,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,9100,10201100,911,8290100
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,27300,30603300,911,24870300
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,PO450,PolyZyme,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,PO450,PolyZyme,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,11700,13115700,911,10658700
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,PO450,PolyZyme,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,36400,40804400,911,33160400
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,PO450,PolyZyme,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,23400,26231400,911,21317400
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,PO450,PolyZyme,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,PO450,PolyZyme,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,9100,10201100,911,8290100
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,PO450,PolyZyme,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,16900,18944900,911,15395900
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,PO450,PolyZyme,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,13000,14573000,911,11843000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,PO450,PolyZyme,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,22100,24774100,911,20133100
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,PO450,PolyZyme,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,PO450,PolyZyme,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,13000,14573000,911,11843000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,PO450,PolyZyme,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,13000,14573000,911,11843000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,PO450,PolyZyme,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,5200,5829200,911,4737200
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,PO450,PolyZyme,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,24700,27688700,911,22501700
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,57200,64121200,911,52109200
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,19500,21859500,911,17764500
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,2600,2914600,911,2368600
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,16900,18944900,911,15395900
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,5200,5829200,911,4737200
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,PO450,PolyZyme,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,32500,36432500,911,29607500
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,PO450,PolyZyme,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,11700,13115700,911,10658700
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,PO450,PolyZyme,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,10400,11658400,911,9474400
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,PO450,PolyZyme,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,9100,10201100,911,8290100
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,PO450,PolyZyme,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,5200,5829200,911,4737200
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,PO450,PolyZyme,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,15600,17487600,911,14211600
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,PO450,PolyZyme,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,41600,46633600,911,37897600
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,PO450,PolyZyme,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,36400,40804400,911,33160400
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,PO450,PolyZyme,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,2600,2914600,911,2368600
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,PO450,PolyZyme,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,29900,33517900,911,27238900
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,18200,52561600,2400,43680000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,57200,165193600,2400,137280000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,10400,30035200,2400,24960000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,14300,41298400,2400,34320000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,BO520,Bondex,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,7800,22526400,2400,18720000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,BO520,Bondex,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,BO520,Bondex,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,11700,33789600,2400,28080000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,BO520,Bondex,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,BO520,Bondex,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,33800,97614400,2400,81120000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,15600,45052800,2400,37440000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,10400,30035200,2400,24960000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,27300,78842400,2400,65520000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,9100,26280800,2400,21840000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,BO520,Bondex,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,BO520,Bondex,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,BO520,Bondex,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,15600,45052800,2400,37440000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,BO520,Bondex,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,BO520,Bondex,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,BO520,Bondex,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,BO520,Bondex,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,11700,33789600,2400,28080000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,BO520,Bondex,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,1300,3754400,2400,3120000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,BO520,Bondex,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,29900,86351200,2400,71760000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,BO520,Bondex,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,7800,22526400,2400,18720000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,15600,45052800,2400,37440000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,7800,22526400,2400,18720000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,27300,78842400,2400,65520000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,48100,138912800,2400,115440000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,11700,33789600,2400,28080000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,13000,37544000,2400,31200000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,23400,67579200,2400,56160000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,14300,41298400,2400,34320000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,27300,78842400,2400,65520000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,13000,37544000,2400,31200000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,2600,7508800,2400,6240000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,7800,22526400,2400,18720000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,BO520,Bondex,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,15600,45052800,2400,37440000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,BO520,Bondex,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,7800,22526400,2400,18720000
